   0.00000;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000; 100.00000
   1.50150;-114.00000; -63.00000; -74.00000;-108.00000; -39.00000; 104.00000; 115.00000; -72.00000; -96.00000;  -9.00000; 118.00000
   3.00300;  26.00000;  69.00000;  63.00000;  52.00000;  83.00000;  14.00000;  44.00000;  70.00000;  40.00000;-124.00000; 130.00000
   4.50450;  97.00000;-105.00000;-143.00000; 123.00000; -54.00000;  81.00000; 126.00000; -87.00000; 127.00000;  18.00000; 143.00000
   6.00601;-140.00000; -50.00000; -20.00000; -54.00000;  50.00000;-155.00000; -72.00000;  13.00000;-118.00000;  89.00000; 158.00000
   7.50751; -73.00000;  27.00000;  28.00000;  16.00000; 107.00000; -99.00000;  25.00000;  68.00000; -88.00000; 142.00000; 167.00000
   9.00901; -70.00000;  73.00000;  60.00000;  58.00000; 140.00000; -66.00000;  44.00000; 136.00000;  -2.00000;-157.00000; 176.00000
  10.51051;  -8.00000; 106.00000;  80.00000;  84.00000; 157.00000; -57.00000;  39.00000; 145.00000;  15.00000;-135.00000; 185.00000
  12.01201; -12.00000;  93.00000;  96.00000; 107.00000; 166.00000; -27.00000;  30.00000; 137.00000;  55.00000;-135.00000; 194.00000
  13.51351;  -5.00000;  60.00000;  99.00000;  87.00000; 154.00000; -74.00000;  14.00000; 130.00000;  26.00000;-163.00000; 202.00000
  15.01502; -62.00000;  14.00000;  72.00000;  44.00000; 126.00000;-144.00000; -45.00000; 104.00000; -36.00000;-197.00000; 210.00000
  16.51652;-208.00000; -81.00000;  51.00000;   5.00000;  97.00000; 194.00000; -98.00000;  68.00000; -71.00000;-217.00000; 217.00000
  18.01802; 144.00000;-171.00000;  11.00000; -47.00000;  77.00000; 161.00000;-210.00000;   0.00000;-150.00000; 192.00000; 224.00000
  19.51952;  53.00000; 222.00000;-123.00000;-110.00000;   7.00000; 114.00000; 178.00000; -98.00000; 187.00000; 123.00000; 230.00000
  21.02102;   4.00000; 157.00000; 227.00000; 219.00000;-120.00000;  68.00000; 145.00000;-228.00000; 120.00000;  36.00000; 238.00000
  22.52252;-148.00000;  98.00000; 132.00000; 130.00000; 224.00000; -32.00000;  85.00000; 189.00000;  33.00000;-151.00000; 246.00000
  24.02402; 222.00000; -38.00000;  54.00000;  16.00000; 128.00000;-176.00000; -30.00000;  83.00000;-106.00000; 231.00000; 253.00000
  25.52553; 151.00000;-256.00000; -35.00000;-212.00000;  41.00000; 205.00000;-188.00000; -35.00000; 259.00000; 131.00000; 259.00000
  27.02703;  35.00000; 159.00000;-229.00000; 222.00000; -79.00000;  69.00000; 186.00000;-195.00000; 133.00000;  15.00000; 264.00000
  28.52853; -76.00000;  63.00000; 161.00000; 112.00000; 265.00000;-104.00000;  74.00000; 178.00000;   9.00000;-181.00000; 271.00000
  30.03003;-275.00000; -72.00000;  23.00000; -87.00000; 104.00000; 231.00000;-126.00000;  36.00000;-223.00000; 206.00000; 279.00000
  31.53153; 141.00000; 254.00000;-179.00000; 230.00000; -94.00000;  91.00000; 215.00000;-165.00000; 156.00000;  75.00000; 283.00000
  33.03303; -10.00000; 111.00000; 156.00000; 111.00000; 242.00000;-131.00000;  56.00000; 212.00000;  43.00000;-160.00000; 289.00000
